"","Country.Other","TotalCases","NewCases","TotalDeaths","NewDeaths","TotalRecovered","ActiveCases","Serious.Critical","TotalTests","Tests.1M.pop","Date","pop_size_M","start_date","cases_per_1M","deaths_per_1M","critical_per_1M"
"655","Germany",57695,"6824",433,"82","8481","48781",1581,"26","-1","329",83.8,301,688.484486873508,5.16706443914081,18.8663484486874
"656","Germany",62435,"4740",541,"108","9211","52683",1979,"26","-1","330",83.8,301,745.047732696897,6.45584725536993,23.6157517899761
"657","Germany",66885,"4450",645,"104","13500","52740",1979,"26","-1","331",83.8,301,798.150357995227,7.69689737470167,23.6157517899761
"658","Germany",71808,"4923",775,"130","16100","54933",2675,"26","-1","401",83.8,301,856.897374701671,9.24821002386635,31.9212410501193
"659","Germany",77981,"6173",931,"156","18700","58350",3408,"-1","-1","402",83.8,301,930.560859188544,11.109785202864,40.6682577565632
"660","Germany",84794,"6813",1107,"176","22440","61247",3936,"-1","-1","403",83.8,301,1011.861575179,13.2100238663484,46.9689737470167
"661","Germany",91159,"6365",1275,"168","24575","65309",3936,"483295","5768","404",83.8,301,1087.81622911695,15.2147971360382,46.9689737470167
"662","Germany",96092,"4933",1444,"169","26400","68248",3936,"918460","10962","405",83.8,301,1146.68257756563,17.2315035799523,46.9689737470167
"663","Germany",100123,"4031",1584,"140","28700","69839",3936,"918460","10962","406",83.8,301,1194.78520286396,18.9021479713604,46.9689737470167
"664","Germany",103375,"3252",1810,"226","28700","72865",4895,"918460","10962","407",83.8,301,1233.59188544153,21.5990453460621,58.4128878281623
"665","Germany",107663,"4288",2016,"206","36081","69566",4895,"918460","10962","408",83.8,301,1284.76133651551,24.0572792362769,58.4128878281623
"666","Germany",113296,"5633",2349,"333","46300","64647",4895,"1317887","15730","409",83.8,301,1351.98090692124,28.0310262529833,58.4128878281623
"667","Germany",118235,"4939",2607,"258","52407","63221",4895,"1317887","15730","410",83.8,301,1410.91885441527,31.109785202864,58.4128878281623
"668","Germany",122171,"3936",2736,"129","53913","65522",4895,"1317887","15730","411",83.8,301,1457.88782816229,32.6491646778043,58.4128878281623
"669","Greece",1,"1",NA,NA,NA,NA,NA,"-1","-1","226",10.4,305,0.0961538461538461,NA,NA
"670","Greece",3,"2",NA,NA,NA,NA,NA,"-1","-1","227",10.4,305,0.288461538461538,NA,NA
"671","Greece",4,"1",NA,NA,"4",NA,NA,"-1","-1","228",10.4,305,0.384615384615385,NA,NA
"672","Greece",4,NA,NA,NA,"4",NA,NA,"-1","-1","229",10.4,305,0.384615384615385,NA,NA
"673","Greece",7,NA,NA,NA,"7",NA,NA,"-1","-1","301",10.4,305,0.673076923076923,NA,NA
"674","Greece",7,NA,NA,NA,"7",NA,NA,"-1","-1","302",10.4,305,0.673076923076923,NA,NA
"675","Greece",7,NA,NA,NA,"7",NA,NA,"-1","-1","303",10.4,305,0.673076923076923,NA,NA
"676","Greece",9,"2",NA,NA,"9",NA,NA,"-1","-1","304",10.4,305,0.865384615384615,NA,NA
"677","Greece",31,"22",NA,NA,"31",NA,NA,"-1","-1","305",10.4,305,2.98076923076923,NA,NA
"678","Greece",45,"14",NA,NA,"45",NA,1,"-1","-1","306",10.4,305,4.32692307692308,NA,0.0961538461538461
"679","Greece",66,"21",NA,NA,NA,"66",1,"-1","-1","307",10.4,305,6.34615384615385,NA,0.0961538461538461
"680","Greece",73,"7",NA,NA,NA,"73",1,"-1","-1","308",10.4,305,7.01923076923077,NA,0.0961538461538461
"681","Greece",84,"11",NA,NA,NA,"84",1,"-1","-1","309",10.4,305,8.07692307692308,NA,0.0961538461538461
"682","Greece",89,"5",NA,NA,NA,"89",1,"-1","-1","310",10.4,305,8.55769230769231,NA,0.0961538461538461
"683","Greece",99,"10",NA,NA,NA,"99",2,"-1","-1","311",10.4,305,9.51923076923077,NA,0.192307692307692
"684","Greece",117,"18",1,"1",NA,"116",2,"-1","-1","312",10.4,305,11.25,0.0961538461538461,0.192307692307692
"685","Greece",190,"73",1,NA,"2","187",2,"-1","-1","313",10.4,305,18.2692307692308,0.0961538461538461,0.192307692307692
"686","Greece",228,"38",3,"2","8","217",5,"-1","-1","314",10.4,305,21.9230769230769,0.288461538461538,0.480769230769231
"687","Greece",331,"103",4,"1","8","319",5,"-1","-1","315",10.4,305,31.8269230769231,0.384615384615385,0.480769230769231
"688","Greece",352,"21",4,NA,"8","340",5,"-1","-1","316",10.4,305,33.8461538461538,0.384615384615385,0.480769230769231
"689","Greece",387,"35",5,"1","14","368",11,"-1","-1","317",10.4,305,37.2115384615385,0.480769230769231,1.05769230769231
"690","Greece",418,"31",5,NA,"14","399",13,"-1","-1","319",10.4,305,40.1923076923077,0.480769230769231,1.25
"691","Greece",464,"46",6,"1","19","439",16,"-1","-1","320",10.4,305,44.6153846153846,0.576923076923077,1.53846153846154
"692","Greece",495,"31",10,"4","19","466",20,"-1","-1","321",10.4,305,47.5961538461538,0.961538461538461,1.92307692307692
"693","Greece",530,"35",13,"3","19","498",18,"-1","-1","322",10.4,305,50.9615384615385,1.25,1.73076923076923
"694","Greece",624,"94",15,"2","19","590",18,"-1","-1","323",10.4,305,60,1.44230769230769,1.73076923076923
"695","Greece",695,"71",17,"2","29","649",35,"-1","-1","324",10.4,305,66.8269230769231,1.63461538461538,3.36538461538462
"696","Greece",743,"48",20,"3","29","694",35,"-1","-1","325",10.4,305,71.4423076923077,1.92307692307692,3.36538461538462
"697","Greece",821,"78",22,"2","36","763",53,"-1","-1","326",10.4,305,78.9423076923077,2.11538461538462,5.09615384615385
"698","Greece",892,"71",27,"5","36","829",53,"-1","-1","327",10.4,305,85.7692307692308,2.59615384615385,5.09615384615385
"699","Greece",966,"74",28,"1","52","886",66,"25","-1","328",10.4,305,92.8846153846154,2.69230769230769,6.34615384615385
"700","Greece",1061,"95",32,"4","52","977",66,"25","-1","329",10.4,305,102.019230769231,3.07692307692308,6.34615384615385
"701","Greece",1156,"95",39,"7","52","1065",66,"25","-1","330",10.4,305,111.153846153846,3.75,6.34615384615385
"702","Greece",1212,"56",46,"7","52","1114",72,"25","-1","331",10.4,305,116.538461538462,4.42307692307692,6.92307692307692
"703","Greece",1314,"102",49,"3","52","1213",72,"25","-1","401",10.4,305,126.346153846154,4.71153846153846,6.92307692307692
"704","Greece",1415,"101",51,"2","52","1312",90,"-1","-1","402",10.4,305,136.057692307692,4.90384615384615,8.65384615384615
"705","Greece",1544,"129",53,"2","61","1430",91,"-1","-1","403",10.4,305,148.461538461538,5.09615384615385,8.75
"706","Greece",1613,"69",63,"10","78","1472",92,NA,NA,"404",10.4,305,155.096153846154,6.05769230769231,8.84615384615385
"707","Greece",1673,"60",68,"5","78","1527",92,"22437","2153","405",10.4,305,160.865384615385,6.53846153846154,8.84615384615385
"708","Greece",1735,"62",73,"5","78","1584",93,"25453","2442","406",10.4,305,166.826923076923,7.01923076923077,8.94230769230769
"709","Greece",1755,"20",79,"6","269","1407",90,"26193","2513","407",10.4,305,168.75,7.59615384615385,8.65384615384615
"710","Greece",1832,"77",81,"2","269","1482",90,"28584","2742","408",10.4,305,176.153846153846,7.78846153846154,8.65384615384615
"711","Greece",1884,"52",83,"2","269","1532",84,"32528","3121","409",10.4,305,181.153846153846,7.98076923076923,8.07692307692308
"712","Greece",1955,"71",87,"4","269","1599",79,"33634","3227","410",10.4,305,187.980769230769,8.36538461538461,7.59615384615385
"713","Greece",2011,"56",92,"5","269","1650",77,"35532","3409","411",10.4,305,193.365384615385,8.84615384615385,7.40384615384615
"714","Hungary",2,"2",NA,NA,"2",NA,NA,"-1","-1","304",9.66,310,0.20703933747412,NA,NA
"715","Hungary",4,"2",NA,NA,"4",NA,NA,"-1","-1","305",9.66,310,0.41407867494824,NA,NA
"716","Hungary",4,NA,NA,NA,"4",NA,NA,"-1","-1","306",9.66,310,0.41407867494824,NA,NA
"717","Hungary",5,"1",NA,NA,NA,"5",NA,"-1","-1","307",9.66,310,0.5175983436853,NA,NA
"718","Hungary",7,"2",NA,NA,NA,"7",NA,"-1","-1","308",9.66,310,0.72463768115942,NA,NA
"719","Hungary",9,"2",NA,NA,NA,"9",NA,"-1","-1","309",9.66,310,0.93167701863354,NA,NA
"720","Hungary",12,"3",NA,NA,NA,"12",NA,"-1","-1","310",9.66,310,1.24223602484472,NA,NA
"721","Hungary",13,"1",NA,NA,NA,"13",NA,"-1","-1","311",9.66,310,1.34575569358178,NA,NA
"722","Hungary",16,"3",NA,NA,NA,"16",NA,"-1","-1","312",9.66,310,1.65631469979296,NA,NA
"723","Hungary",19,"3",NA,NA,NA,"19",NA,"-1","-1","313",9.66,310,1.96687370600414,NA,NA
"724","Hungary",30,"11",NA,NA,"1","29",NA,"-1","-1","314",9.66,310,3.1055900621118,NA,NA
"725","Hungary",32,"2",1,"1","1","30",NA,"-1","-1","315",9.66,310,3.31262939958592,0.10351966873706,NA
"726","Hungary",39,"7",1,NA,"2","36",NA,"-1","-1","316",9.66,310,4.03726708074534,0.10351966873706,NA
"727","Hungary",50,"11",1,NA,"2","47",NA,"-1","-1","317",9.66,310,5.175983436853,0.10351966873706,NA
"728","Hungary",58,"8",1,NA,"2","55",4,"-1","-1","319",9.66,310,6.00414078674948,0.10351966873706,0.41407867494824
"729","Hungary",73,"15",1,NA,"2","70",4,"-1","-1","320",9.66,310,7.55693581780538,0.10351966873706,0.41407867494824
"730","Hungary",85,"12",4,"3","7","74",6,"-1","-1","321",9.66,310,8.7991718426501,0.41407867494824,0.62111801242236
"731","Hungary",103,"18",4,NA,"7","92",6,"-1","-1","322",9.66,310,10.6625258799172,0.41407867494824,0.62111801242236
"732","Hungary",131,"28",6,"2","16","109",6,"-1","-1","323",9.66,310,13.5610766045549,0.62111801242236,0.62111801242236
"733","Hungary",167,"36",8,"2","21","138",6,"-1","-1","324",9.66,310,17.287784679089,0.82815734989648,0.62111801242236
"734","Hungary",187,"20",9,"1","21","157",6,"-1","-1","325",9.66,310,19.3581780538302,0.93167701863354,0.62111801242236
"735","Hungary",226,"39",10,"1","21","195",6,"-1","-1","326",9.66,310,23.3954451345756,1.0351966873706,0.62111801242236
"736","Hungary",261,"35",10,NA,"28","223",6,"-1","-1","327",9.66,310,27.0186335403727,1.0351966873706,0.62111801242236
"737","Hungary",300,"39",10,NA,"34","256",6,"3","-1","328",9.66,310,31.055900621118,1.0351966873706,0.62111801242236
"738","Hungary",343,"43",11,"1","34","298",6,"3","-1","329",9.66,310,35.5072463768116,1.13871635610766,0.62111801242236
"739","Hungary",408,"65",13,"2","34","361",6,"3","-1","330",9.66,310,42.2360248447205,1.34575569358178,0.62111801242236
"740","Hungary",447,"39",15,"2","34","398",6,"3","-1","331",9.66,310,46.2732919254658,1.5527950310559,0.62111801242236
"741","Hungary",492,"45",16,"1","37","439",6,"3","-1","401",9.66,310,50.9316770186335,1.65631469979296,0.62111801242236
"742","Hungary",525,"33",20,"4","40","465",17,"-1","-1","402",9.66,310,54.3478260869565,2.0703933747412,1.75983436853002
"743","Hungary",585,"60",21,"1","42","522",17,"-1","-1","403",9.66,310,60.5590062111801,2.17391304347826,1.75983436853002
"744","Hungary",623,"38",26,"5","43","554",17,"17769","1839","404",9.66,310,64.4927536231884,2.69151138716356,1.75983436853002
"745","Hungary",678,"55",32,"6","58","588",17,"19424","2011","405",9.66,310,70.1863354037267,3.31262939958592,1.75983436853002
"746","Hungary",733,"55",34,"2","66","633",17,"21250","2200","406",9.66,310,75.879917184265,3.51966873706004,1.75983436853002
"747","Hungary",744,"11",38,"4","67","639",17,"22282","2307","407",9.66,310,77.0186335403727,3.93374741200828,1.75983436853002
"748","Hungary",817,"73",47,"9","71","699",17,"23746","2458","408",9.66,310,84.5755693581781,4.86542443064182,1.75983436853002
"749","Hungary",895,"78",58,"11","94","743",17,"25748","2665","409",9.66,310,92.6501035196687,6.00414078674948,1.75983436853002
"750","Hungary",980,"85",66,"8","96","818",17,"27826","2880","410",9.66,310,101.449275362319,6.83229813664596,1.75983436853002
"751","Hungary",1190,"210",77,"11","112","1001",17,"29948","3100","411",9.66,310,123.188405797101,7.97101449275362,1.75983436853002
"752","Iran",29,"11",6,"2",NA,NA,NA,"-1","-1","222",84,225,0.345238095238095,0.0714285714285714,NA
"753","Iran",43,"14",8,"2",NA,NA,NA,"-1","-1","223",84,225,0.511904761904762,0.0952380952380952,NA
"754","Iran",61,"18",12,"4","3",NA,NA,"-1","-1","224",84,225,0.726190476190476,0.142857142857143,NA
"755","Iran",95,"34",16,"4","25",NA,NA,"-1","-1","225",84,225,1.13095238095238,0.19047619047619,NA
"756","Iran",139,"44",19,"3","25",NA,NA,"-1","-1","226",84,225,1.6547619047619,0.226190476190476,NA
"757","Iran",245,"106",26,"7","54",NA,NA,"-1","-1","227",84,225,2.91666666666667,0.30952380952381,NA
"758","Iran",388,"143",34,"8","281","73",NA,"-1","-1","228",84,225,4.61904761904762,0.404761904761905,NA
"759","Iran",593,"205",43,"9","427","123",NA,"-1","-1","229",84,225,7.05952380952381,0.511904761904762,NA
"760","Iran",978,"385",54,"11","749","175",NA,"-1","-1","301",84,225,11.6428571428571,0.642857142857143,NA
"761","Iran",1501,"523",66,"12","1144","291",NA,"-1","-1","302",84,225,17.8690476190476,0.785714285714286,NA
"762","Iran",2336,"835",77,"11","1824","435",NA,"-1","-1","303",84,225,27.8095238095238,0.916666666666667,NA
"763","Iran",2922,"586",92,"15","2278","552",NA,"-1","-1","304",84,225,34.7857142857143,1.0952380952381,NA
"764","Iran",3513,"591",108,"16","2666","739",NA,"-1","-1","305",84,225,41.8214285714286,1.28571428571429,NA
"765","Iran",4747,"1234",124,"16","3710","913",NA,"-1","-1","306",84,225,56.5119047619048,1.47619047619048,NA
"766","Iran",5823,"1076",145,"21","1669","4009",NA,"-1","-1","307",84,225,69.3214285714286,1.72619047619048,NA
"767","Iran",6566,"743",194,"49","2134","4238",NA,"-1","-1","308",84,225,78.1666666666667,2.30952380952381,NA
"768","Iran",7161,"595",237,"43","2394","4530",NA,"-1","-1","309",84,225,85.25,2.82142857142857,NA
"769","Iran",8042,"881",291,"54","2731","5020",NA,"-1","-1","310",84,225,95.7380952380952,3.46428571428571,NA
"770","Iran",9000,"958",354,"63","2959","5687",NA,"-1","-1","311",84,225,107.142857142857,4.21428571428571,NA
"771","Iran",10075,"1075",429,"75","3276","6370",NA,"-1","-1","312",84,225,119.940476190476,5.10714285714286,NA
"772","Iran",11364,"1289",514,"85","3529","7321",NA,"-1","-1","313",84,225,135.285714285714,6.11904761904762,NA
"773","Iran",12729,"1365",611,"97","4339","7779",NA,"-1","-1","314",84,225,151.535714285714,7.27380952380952,NA
"774","Iran",13938,"1209",724,"113","4590","8624",NA,"-1","-1","315",84,225,165.928571428571,8.61904761904762,NA
"775","Iran",14991,"1053",853,"129","4590","9548",NA,"-1","-1","316",84,225,178.464285714286,10.1547619047619,NA
"776","Iran",16169,"1178",988,"135","5389","9792",NA,"-1","-1","317",84,225,192.488095238095,11.7619047619048,NA
"777","Iran",17361,"1192",1135,"147","5710","10516",NA,"-1","-1","319",84,225,206.678571428571,13.5119047619048,NA
"778","Iran",18407,"1046",1284,"149","5979","11144",NA,"-1","-1","320",84,225,219.130952380952,15.2857142857143,NA
"779","Iran",19644,"1237",1433,"149","6745","11466",NA,"-1","-1","321",84,225,233.857142857143,17.0595238095238,NA
"780","Iran",20610,"966",1556,"123","7635","11419",NA,"-1","-1","322",84,225,245.357142857143,18.5238095238095,NA
"781","Iran",21638,"1028",1685,"129","7913","12040",NA,"-1","-1","323",84,225,257.595238095238,20.0595238095238,NA
"782","Iran",23049,"1411",1812,"127","8376","12861",NA,"-1","-1","324",84,225,274.392857142857,21.5714285714286,NA
"783","Iran",24811,"1762",1934,"122","8913","13964",NA,"-1","-1","325",84,225,295.369047619048,23.0238095238095,NA
"784","Iran",27017,"2206",2077,"143","9625","15315",NA,"-1","-1","326",84,225,321.630952380952,24.7261904761905,NA
"785","Iran",29406,"2389",2234,"157","10457","16715",2746,"-1","-1","327",84,225,350.071428571429,26.5952380952381,32.6904761904762
"786","Iran",32332,"2926",2378,"144","11133","18821",2893,"18","-1","328",84,225,384.904761904762,28.3095238095238,34.4404761904762
"787","Iran",35408,"3076",2517,"139","11679","21212",3206,"18","-1","329",84,225,421.52380952381,29.9642857142857,38.1666666666667
"788","Iran",38309,"2901",2640,"123","12391","23278",3206,"18","-1","330",84,225,456.059523809524,31.4285714285714,38.1666666666667
"789","Iran",41495,"3186",2757,"117","13911","24827",3511,"18","-1","331",84,225,493.988095238095,32.8214285714286,41.7976190476191
"790","Iran",44605,"3110",2898,"141","14656","27051",3703,"18","-1","401",84,225,531.011904761905,34.5,44.0833333333333
"791","Iran",47593,"2988",3036,"138","15473","29084",3871,"-1","-1","402",84,225,566.583333333333,36.1428571428571,46.0833333333333
"792","Iran",50468,"2875",3160,"124","16711","30597",3956,"-1","-1","403",84,225,600.809523809524,37.6190476190476,47.0952380952381
"793","Iran",53183,"2715",3294,"134","17935","31954",4035,"80000","952","404",84,225,633.130952380952,39.2142857142857,48.0357142857143
"794","Iran",55743,"2560",3452,"158","19736","32555",4103,"186000","2214","405",84,225,663.607142857143,41.0952380952381,48.8452380952381
"795","Iran",58226,"2483",3603,"151","22011","32612",4103,"186000","2214","406",84,225,693.166666666667,42.8928571428571,48.8452380952381
"796","Iran",60500,"2274",3739,"136","24236","32525",4083,"186000","2214","407",84,225,720.238095238095,44.5119047619048,48.6071428571429
"797","Iran",62589,"2089",3872,"133","27039","31678",3987,"211136","2514","408",84,225,745.107142857143,46.0952380952381,47.4642857142857
"798","Iran",64586,"1997",3993,"121","29812","30781",3987,"211136","2514","409",84,225,768.880952380952,47.5357142857143,47.4642857142857
"799","Iran",66220,"1634",4110,"117","32309","29801",3918,"231393","2755","410",84,225,788.333333333333,48.9285714285714,46.6428571428571
"800","Iran",68192,"1972",4232,"122","35465","28495",3969,"242568","2888","411",84,225,811.809523809524,50.3809523809524,47.25
"801","Ireland",1,"1",NA,NA,"1",NA,NA,"-1","-1","229",4.9,304,0.204081632653061,NA,NA
"802","Ireland",1,NA,NA,NA,"1",NA,NA,"-1","-1","301",4.9,304,0.204081632653061,NA,NA
"803","Ireland",1,NA,NA,NA,"1",NA,NA,"-1","-1","302",4.9,304,0.204081632653061,NA,NA
"804","Ireland",2,"1",NA,NA,"2",NA,NA,"-1","-1","303",4.9,304,0.408163265306122,NA,NA
"805","Ireland",6,"4",NA,NA,"6",NA,NA,"-1","-1","304",4.9,304,1.22448979591837,NA,NA
"806","Ireland",13,"7",NA,NA,"13",NA,NA,"-1","-1","305",4.9,304,2.6530612244898,NA,NA
"807","Ireland",18,"5",NA,NA,"18",NA,NA,"-1","-1","306",4.9,304,3.6734693877551,NA,NA
"808","Ireland",19,"1",NA,NA,NA,"19",NA,"-1","-1","307",4.9,304,3.87755102040816,NA,NA
"809","Ireland",21,"2",NA,NA,NA,"21",NA,"-1","-1","308",4.9,304,4.28571428571429,NA,NA
"810","Ireland",24,"3",NA,NA,NA,"24",NA,"-1","-1","309",4.9,304,4.89795918367347,NA,NA
"811","Ireland",34,"10",NA,NA,NA,"34",NA,"-1","-1","310",4.9,304,6.93877551020408,NA,NA
"812","Ireland",43,"9",1,"1",NA,"42",NA,"-1","-1","311",4.9,304,8.77551020408163,0.204081632653061,NA
"813","Ireland",70,"27",1,NA,NA,"69",6,"-1","-1","312",4.9,304,14.2857142857143,0.204081632653061,1.22448979591837
"814","Ireland",90,"20",1,NA,NA,"89",6,"-1","-1","313",4.9,304,18.3673469387755,0.204081632653061,1.22448979591837
"815","Ireland",129,"39",2,"1",NA,"127",6,"-1","-1","314",4.9,304,26.3265306122449,0.408163265306122,1.22448979591837
"816","Ireland",170,"41",2,NA,"1","167",6,"-1","-1","315",4.9,304,34.6938775510204,0.408163265306122,1.22448979591837
"817","Ireland",223,"53",2,NA,"5","216",6,"-1","-1","316",4.9,304,45.5102040816327,0.408163265306122,1.22448979591837
"818","Ireland",292,"69",2,NA,"5","285",6,"-1","-1","317",4.9,304,59.5918367346939,0.408163265306122,1.22448979591837
"819","Ireland",366,"74",2,NA,"5","359",6,"-1","-1","319",4.9,304,74.6938775510204,0.408163265306122,1.22448979591837
"820","Ireland",557,"191",3,"1","5","549",6,"-1","-1","320",4.9,304,113.673469387755,0.612244897959184,1.22448979591837
"821","Ireland",683,"126",3,NA,"5","675",6,"-1","-1","321",4.9,304,139.387755102041,0.612244897959184,1.22448979591837
